001.jpg,512.0937,613.34784,-453.0303,526.1207,595.83655,-456.99246,532.90295,595.7208,-457.1494,540.90936,595.6162,-457.28427,514.9936,595.8126,-419.19638,512.9527,595.4749,-419.21753,511.003,595.10535,-419.16986,568.55237,604.9102,-380.81387,529.3574,602.1231,-208.43637,525.7224,630.77167,-421.101,512.19366,629.78143,-370.53488,635.2893,695.9555,-355.65494,483.4543,693.4785,31.712637,751.46686,734.2589,-400.02188,388.3198,705.3044,451.33154,866.6283,774.06537,-510.0878,299.4086,705.94116,719.24646,909.97174,774.9457,-523.74347,266.36996,709.295,769.49615,912.4804,773.77155,-609.0067,267.85345,708.3007,731.5222,895.96594,776.63074,-547.9777,279.1731,709.17,705.8932,589.10626,965.3811,-130.7122,502.1954,957.03174,130.77615,579.02936,1127.6858,-9.234862,502.9194,1120.5936,276.6024,578.0824,1285.5453,304.8234,528.35297,1268.5942,647.3022,593.11426,1304.413,326.3764,545.3175,1283.3889,672.07117,531.0277,1349.9738,127.95664,482.27798,1326.5953,533.60547
002.jpg,503.2579,626.13684,-380.76614,516.0714,608.62585,-390.47842,522.27045,608.49536,-390.68326,529.63776,608.2363,-390.84982,506.08728,608.27985,-350.92038,504.5508,608.05743,-350.91385,503.22165,607.65924,-350.88907,561.026,616.55524,-337.69647,523.54724,615.4291,-157.44475,517.5772,643.6238,-356.6857,504.8461,642.6097,-304.015,630.5208,705.65594,-321.44028,478.56693,705.6315,57.458347,747.7029,742.58984,-380.35928,383.3536,724.2239,429.19937,869.95483,776.24207,-483.96155,293.8904,723.22046,640.6954,913.57196,776.8532,-499.72842,264.7302,724.11505,681.11926,917.3015,776.24585,-580.3024,266.1681,723.4364,641.7456,900.00854,779.0585,-519.969,276.50848,725.0372,624.77405,585.656,977.4132,-124.1227,498.73813,968.6111,124.13861,579.0794,1152.3588,-4.483528,500.9322,1145.087,270.75735,581.01544,1298.4697,343.5096,523.82245,1283.8998,630.02277,593.58905,1316.1218,368.79047,540.6632,1298.9762,654.2493,534.8815,1368.4397,172.5674,487.1213,1345.6887,509.53165
003.jpg,487.008,627.04333,-382.226,500.29916,609.00525,-388.51263,507.33923,608.72394,-388.7216,515.5789,608.4728,-388.88977,488.27866,609.15125,-349.8937,486.2386,609.00574,-349.86984,484.2934,608.7863,-349.80817,545.07874,617.3566,-323.38693,503.86993,616.2198,-148.9097,502.67944,644.26526,-353.99228,487.794,644.8162,-302.8316,614.06665,704.63354,-312.00067,465.7026,709.2462,80.1684,728.68744,744.68335,-373.79648,370.52554,725.52783,466.36664,845.2508,776.4098,-476.57672,280.31354,722.23285,708.1526,893.52167,777.8103,-488.66327,246.66269,723.3943,755.56384,895.0234,777.5699,-570.0626,247.27382,722.5217,720.79486,875.90405,780.7292,-511.58273,257.8787,724.7511,695.09406,572.4033,980.2564,-126.094444,486.47827,969.6193,126.156906,562.5569,1155.5168,-45.25745,485.98056,1141.9095,245.54837,563.7573,1303.501,263.4428,511.19702,1280.9274,593.312,576.7009,1320.8486,285.4847,528.10913,1294.9944,616.19073,519.1471,1370.5559,102.44668,467.30972,1340.7328,485.8924
004.jpg,489.16913,629.405,-427.43073,501.92368,610.55273,-434.64508,509.44754,610.0145,-434.83276,517.38403,609.71246,-434.98764,489.79352,611.3024,-397.61798,487.8447,611.2832,-397.60468,485.78845,611.19055,-397.5311,544.61414,618.77014,-365.44858,500.92477,616.9481,-197.00655,504.43286,645.7604,-396.64908,489.43835,646.1418,-347.17096,613.41504,706.8188,-346.72955,462.6578,707.7365,36.23667,729.26154,744.391,-422.18573,368.52954,725.0378,418.4172,850.1583,777.2871,-555.1252,281.42313,724.2887,665.9243,897.1341,777.18,-572.2164,244.70346,726.9667,713.0135,899.80536,777.4125,-652.4476,246.00804,725.5214,675.0088,879.6756,780.5451,-591.04083,257.49963,726.85925,651.8946,572.2955,979.23615,-134.4573,485.89526,969.4085,134.57384,560.55853,1152.3801,-16.542883,485.80582,1140.6852,274.17392,563.5909,1302.459,261.88376,510.75357,1281.9086,611.5091,581.19684,1319.8881,280.9284,527.352,1295.7714,633.2109,516.5204,1369.1019,97.52176,459.75317,1342.4387,504.8373
005.jpg,488.24957,630.59467,-439.08008,500.6857,611.1724,-443.82144,508.19308,610.7786,-443.9807,516.6795,610.38995,-444.08633,488.6394,611.6599,-405.7513,486.74466,611.61035,-405.73947,484.82632,611.4772,-405.6447,544.9074,618.67914,-367.51282,501.81213,616.47815,-193.05226,504.06973,647.0727,-406.42914,489.2337,647.11993,-355.19702,614.49347,705.91266,-342.06598,463.85013,707.51184,42.58363,730.01013,744.3502,-423.86215,370.161,725.2046,431.90106,849.452,776.2335,-584.6136,282.07477,726.2184,661.5177,894.4091,776.7935,-607.7697,247.93068,727.9563,704.0406,895.0169,776.1769,-688.37634,248.8178,726.6747,665.58276,877.9828,779.1087,-621.84283,260.6662,728.14685,647.2994,572.39044,979.38574,-133.3465,486.4688,970.4328,133.45137,559.33466,1151.033,-8.865589,486.31726,1137.6785,294.46906,560.9455,1302.948,288.43222,510.12155,1279.9849,653.6369,576.0456,1318.659,308.98734,524.9892,1294.6248,678.0934,516.1751,1366.7362,120.02329,465.50528,1338.4637,548.8583
006.jpg,486.96198,628.73114,-398.30148,498.9801,609.6927,-405.62308,506.19226,609.169,-405.7799,514.51697,608.7449,-405.8993,487.08334,610.54736,-369.17947,484.96512,610.56573,-369.15048,482.85916,610.59143,-369.05637,543.6969,616.34845,-340.3974,500.49118,615.8344,-173.04994,503.5184,644.60004,-369.29172,487.93338,645.59143,-320.15292,614.6113,706.64276,-317.5261,462.4169,709.20386,41.859062,727.7568,744.98157,-426.72134,367.54413,726.40497,398.21436,841.95734,779.7828,-605.9638,278.4332,725.4767,616.38806,889.9298,779.71533,-629.76526,237.46037,730.0851,655.7673,891.38434,779.78705,-708.4893,238.28185,728.02563,618.4298,873.52344,783.10724,-642.7692,251.2408,728.68884,601.7242,572.45074,979.98584,-120.37076,484.51697,972.10925,120.48088,559.7873,1154.718,14.362277,486.4183,1144.7328,303.25867,560.7276,1298.8412,301.96127,508.91428,1281.8981,645.1479,573.24335,1313.2361,321.42422,526.4845,1296.8195,667.7329,514.9004,1365.9014,131.12367,462.4783,1340.4006,534.099
007.jpg,485.3899,626.7072,-474.23254,498.45944,608.8061,-480.42166,505.5928,608.6481,-480.57956,514.37805,608.53467,-480.70352,486.27893,608.97424,-440.59027,483.9087,608.8351,-440.57236,481.59415,608.75543,-440.4661,543.86633,617.1365,-403.87964,499.75952,615.22876,-220.97345,500.69638,643.60486,-440.7645,485.25864,643.66754,-387.17093,612.9584,706.34735,-371.1536,461.79495,704.7489,23.352531,727.4963,743.2692,-469.19928,365.35776,723.83356,421.31406,844.9778,778.609,-637.799,277.6473,725.08325,662.97797,892.3587,778.1398,-662.6471,240.6282,727.55164,708.2479,894.1363,777.978,-742.80286,241.3488,726.9929,667.6285,876.95013,781.20886,-674.7731,253.7976,728.0621,648.23596,566.9118,975.40283,-134.81369,480.51953,966.8182,134.92583,559.7612,1147.4438,3.9454534,486.05566,1138.1222,295.89072,562.5958,1302.3198,317.49112,511.89844,1282.9888,656.6718,576.95715,1320.5723,339.02783,530.3028,1296.9553,680.84094,515.2068,1369.0552,144.97467,462.1534,1344.416,543.73126
008.jpg,486.63892,630.8838,-406.2503,497.78546,612.1221,-409.37283,504.80472,611.477,-409.53268,512.9783,610.85944,-409.6346,486.0557,613.2065,-373.4963,483.81155,613.40015,-373.47836,481.5129,613.5711,-373.39496,540.85645,617.6111,-330.7971,498.4597,618.5824,-167.42934,502.40363,646.40173,-373.27835,486.96133,647.3847,-325.22723,611.10913,704.627,-312.0374,463.5326,707.7563,60.61667,724.3874,741.7702,-398.90808,370.98175,726.66986,443.38394,839.2237,773.5475,-560.4934,281.43967,724.10754,697.3128,886.969,774.4402,-580.00433,245.70389,727.2274,745.8764,888.8919,773.87604,-660.23627,245.46288,725.97394,711.72485,870.70746,776.8504,-597.25183,255.65295,727.0757,685.4535,572.1595,974.1543,-126.95238,485.5955,966.75214,127.063324,556.7638,1146.9753,-34.747925,483.8628,1137.258,245.62648,561.77893,1293.5994,227.58679,507.3377,1277.4703,566.20483,575.3121,1308.5427,244.39064,522.7404,1291.1656,585.3313,517.83704,1363.975,54.195396,462.29373,1339.7516,449.12173
009.jpg,484.86322,624.51404,-417.41498,497.6217,606.92645,-420.28265,504.88467,606.70105,-420.42194,513.44415,606.5643,-420.48834,485.56625,607.17285,-383.98413,483.18375,607.14417,-383.95792,480.7851,607.1432,-383.83566,542.6974,615.6618,-339.3068,498.89343,614.7338,-173.25737,500.37872,642.52234,-383.54523,484.54166,642.4801,-334.6423,612.1919,706.5929,-310.57132,458.36453,706.2977,60.119274,724.902,741.8357,-416.86673,370.37723,729.9399,470.07416,837.8654,773.8318,-617.6639,284.90964,723.95087,737.75934,885.7662,776.0627,-644.4751,247.62964,727.17725,786.58124,885.90784,775.0872,-725.07544,248.1275,725.7171,750.2714,867.2312,778.0541,-655.7757,261.63275,726.6556,726.2595,567.9157,974.8916,-122.829926,480.75958,966.20233,122.915146,554.61487,1147.446,1.2113463,481.9504,1137.863,244.50058,559.8535,1293.5729,308.59888,505.58594,1278.9722,585.8502,572.3713,1308.4803,329.49988,522.64984,1291.7456,607.2369,516.4156,1365.2804,145.75735,465.4643,1340.0995,469.7974
010.jpg,483.7099,626.58606,-383.21292,495.7641,608.0603,-391.49155,502.81595,607.74567,-391.65436,510.95972,607.5872,-391.75882,484.6784,608.14594,-352.28183,483.0247,607.9268,-352.26962,481.33005,607.65125,-352.21655,540.4395,616.7636,-331.86804,499.2582,613.0642,-152.57402,498.20422,642.66473,-356.61795,484.94977,642.86914,-304.0867,612.94995,709.3477,-311.63,460.2059,704.9391,58.891285,728.83264,742.72327,-403.41315,362.68256,725.69525,406.15057,852.0501,773.1526,-568.1123,277.8152,723.5091,601.98315,896.9227,772.9099,-590.816,240.5982,726.8107,638.36383,898.3267,772.2371,-669.2594,242.14624,724.9846,603.7104,880.9679,774.74304,-604.67303,256.49103,725.8253,588.0622,569.3264,977.96484,-125.1145,482.42883,968.8955,125.17852,556.3902,1150.4084,-6.2340198,482.8834,1138.752,291.99506,559.0908,1294.9092,307.12695,508.26584,1275.993,646.6133,572.09576,1308.8243,329.1403,525.0559,1288.9885,670.3811,517.11975,1364.1061,138.72247,464.10034,1334.8171,535.4291
